is_80s,is_90s,is_y2k,has_3d_emblem,has_single_stitch,is_vtg,size_s,size_m,size_l,size_xl,has_location,is_event_tee,has_year,condition,sold_price
0,0,1,0,0,1,0,0,0,1,0,0,1,3,20.99
0,1,0,0,0,1,0,0,0,1,0,0,0,3,34.99
0,0,0,0,0,1,0,0,0,1,0,0,1,3,39.99
0,0,0,0,0,1,0,0,1,0,1,0,0,3,15.0
0,0,0,1,0,1,0,0,0,0,0,0,1,3,30.0
0,0,1,0,0,1,0,0,1,0,0,1,0,3,20.0
0,0,0,0,0,1,0,0,0,1,0,0,0,3,35.0
1,0,0,1,0,1,0,0,0,1,0,0,0,3,300.0
0,0,0,0,0,1,0,0,1,0,1,0,1,3,17.49
0,0,0,0,0,1,0,0,0,1,0,0,0,3,69.95
0,1,0,0,0,1,0,0,0,1,0,0,0,3,60.0
0,0,0,1,0,1,0,0,1,0,0,0,0,3,120.0
0,0,0,0,1,1,0,0,0,1,0,0,1,3,89.99
0,0,0,0,0,1,0,0,1,0,0,0,1,3,80.0
0,0,0,0,0,1,0,0,1,0,0,0,0,3,24.23
0,0,0,0,0,1,0,0,0,0,1,0,0,3,30.0
0,1,0,0,0,1,0,0,1,0,0,0,0,3,19.99
0,0,1,0,0,1,0,0,0,1,0,0,0,3,50.0
0,0,0,0,0,1,0,0,0,1,0,0,0,3,19.99
0,0,0,0,0,1,0,0,0,1,0,0,0,3,40.0
0,1,0,0,0,1,0,0,0,1,0,0,1,3,26.8
0,0,1,0,0,1,0,0,0,1,0,0,0,3,17.99
0,1,0,0,1,1,0,0,0,1,0,0,0,3,25.0
1,0,0,0,0,1,0,0,0,1,0,0,0,3,80.0
0,0,0,0,0,1,0,0,1,0,0,0,0,3,25.0
0,0,0,0,1,1,0,0,0,1,0,0,1,3,30.0
0,0,0,0,0,1,0,0,0,1,0,0,0,3,24.65
0,1,0,0,0,1,0,1,0,0,1,1,0,3,24.99
0,0,0,0,0,1,0,0,0,1,0,0,0,3,18.19
1,0,0,0,0,1,0,0,1,0,0,0,0,3,45.0
1,0,0,0,0,1,0,0,1,0,0,0,0,3,60.0
0,0,0,0,0,1,0,0,0,0,0,0,0,3,25.5
0,0,1,0,0,1,0,0,0,1,0,0,0,3,15.95
0,0,0,0,0,1,0,0,0,1,0,0,0,3,17.0
0,0,1,0,0,1,0,0,0,1,0,0,0,3,34.99
0,0,0,0,0,1,0,0,0,1,0,0,1,3,43.1
0,1,1,0,0,1,0,1,0,0,0,1,0,3,17.99
0,1,0,0,0,1,0,0,0,1,0,0,0,3,75.0
0,0,1,0,0,1,0,0,0,1,1,0,0,3,19.98
0,0,0,0,0,1,0,0,0,1,0,0,0,3,25.0
0,0,0,0,0,1,0,0,1,0,0,0,1,3,150.0
0,0,0,0,0,1,0,0,1,0,0,0,0,3,12.0
0,0,0,0,0,1,1,0,0,0,1,0,0,3,29.98
0,0,0,0,0,1,0,0,1,0,0,0,0,3,15.0
1,0,0,0,0,1,0,0,1,0,1,0,0,3,34.98
0,0,1,0,0,1,0,0,0,1,0,0,0,3,45.92
1,0,0,0,0,1,0,0,0,1,0,0,0,3,99.99
0,1,0,0,0,1,0,0,0,1,0,0,0,3,60.0
0,0,0,0,0,1,0,0,0,1,1,0,0,3,13.0
0,0,0,0,1,1,0,0,0,1,1,0,1,3,29.99
0,0,0,0,1,1,0,0,0,1,0,0,1,3,40.54
0,0,0,0,0,1,0,0,0,1,0,0,0,3,69.99
0,1,0,0,0,1,0,0,0,1,0,0,0,3,34.99
0,0,0,0,0,1,0,0,0,1,0,0,1,3,49.99
0,0,0,0,0,1,0,0,1,0,0,0,0,5,28.99
1,0,0,0,1,1,0,0,1,0,0,0,0,3,22.94
0,0,0,0,0,0,0,0,1,0,0,0,0,3,14.24
0,0,0,0,0,1,0,0,1,0,0,0,1,3,16.95
0,0,0,0,0,1,0,0,0,1,1,1,1,3,21.24
0,0,1,0,0,1,0,0,1,0,0,0,1,3,10.0
0,0,0,0,0,1,0,0,0,1,0,0,1,3,44.99
0,0,0,0,0,1,0,0,0,1,0,0,0,3,39.99
0,0,0,0,0,1,0,0,0,1,0,0,1,3,49.99
0,0,0,0,0,1,0,0,0,1,0,0,1,3,40.0
0,0,1,0,0,1,0,0,0,1,0,0,0,3,32.0
